HITId,candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,ID
3WRAAIUSBJLKP6HN7HRK9JZ5OPSXA3,"[""rat"", ""crown"", ""grid"", ""house"", ""entrance"", ""pedestrian""]",maze,"[""rat"", ""grid"", ""entrance""]",0,3,1646,6,1.0,0.0,1248
3WRAAIUSBJLKP6HN7HRK9JZ5OPSXA3,"[""rat"", ""crown"", ""grid"", ""house"", ""entrance"", ""pedestrian""]",warning,"[""entrance"", ""pedestrian""]",0,2,1648,6,1.0,0.0,1249
3RSBJ6YZECCSROK3H6QG47J3910FOT,"[""opera"", ""nail"", ""railroad"", ""hostage"", ""haystack"", ""hair""]",female,"[""opera"", ""nail"", ""hair""]",80,3,1654,6,1.0,0.0,1250
3RSBJ6YZECCSROK3H6QG47J3910FOT,"[""opera"", ""nail"", ""railroad"", ""hostage"", ""haystack"", ""hair""]",girl,"[""opera"", ""nail"", ""hair""]",50,3,1655,6,1.0,0.0,1251
30EMX9PEVK5I524APYYM4PL9EMKSK5,"[""car"", ""boat"", ""oil"", ""engine"", ""hardware"", ""citrus""]",ride,"[""car"", ""boat""]",67,2,1656,6,1.0,0.0,1252
30EMX9PEVK5I524APYYM4PL9EMKSK5,"[""car"", ""boat"", ""oil"", ""engine"", ""hardware"", ""citrus""]",move,"[""car"", ""boat"", ""engine""]",80,3,1658,6,1.0,0.0,1253
30EMX9PEVK5I524APYYM4PL9EMKSK5,"[""car"", ""boat"", ""oil"", ""engine"", ""hardware"", ""citrus""]",tech,"[""car"", ""boat"", ""engine"", ""hardware""]",40,4,1659,6,1.0,0.0,1254
324N5FAHSXXYXULEJT3RFC5GDQEKV2,"[""chicken"", ""drugs"", ""soot"", ""wigwam"", ""medicine""]",smoke,"[""chicken"", ""soot""]",0,2,1662,5,1.0,0.0,1255
324N5FAHSXXYXULEJT3RFC5GDQEKV2,"[""chicken"", ""drugs"", ""soot"", ""wigwam"", ""medicine""]",prescription,"[""drugs"", ""medicine""]",0,2,1663,5,1.0,0.0,1256
3M0556243S6A93KRGRQ3PIJYJRVFNE,"[""silver"", ""car"", ""pointer"", ""tv"", ""metal"", ""canal""]",ore,"[""silver"", ""metal""]",0,2,1668,6,1.0,0.0,1257
3M0556243S6A93KRGRQ3PIJYJRVFNE,"[""silver"", ""car"", ""pointer"", ""tv"", ""metal"", ""canal""]",pile,"[""silver"", ""metal""]",0,2,1669,6,1.0,0.0,1258
3M0556243S6A93KRGRQ3PIJYJRVFNE,"[""silver"", ""car"", ""pointer"", ""tv"", ""metal"", ""canal""]",BAR,"[""silver"", ""metal""]",0,2,1670,6,1.0,0.0,1259
3M0556243S6A93KRGRQ3PIJYJRVFNE,"[""silver"", ""car"", ""pointer"", ""tv"", ""metal"", ""canal""]",transport,"[""car"", ""canal""]",67,2,1671,6,1.0,0.0,1260
3PR3LXCWSFL6KN7IFBDKDOOLI7AX9O,"[""saw"", ""ladder"", ""grave"", ""boyfriend"", ""water"", ""pool""]",Construction,"[""saw"", ""ladder""]",0,2,1674,6,1.0,0.0,1261
3PR3LXCWSFL6KN7IFBDKDOOLI7AX9O,"[""saw"", ""ladder"", ""grave"", ""boyfriend"", ""water"", ""pool""]",Triangular,"[""saw"", ""ladder""]",67,2,1675,6,1.0,0.0,1262
3PR3LXCWSFL6KN7IFBDKDOOLI7AX9O,"[""saw"", ""ladder"", ""grave"", ""boyfriend"", ""water"", ""pool""]",metal,"[""saw"", ""ladder""]",67,2,1679,6,1.0,0.0,1263
3IH9TRB0FBLR5NFSCCYQV8JNWIII10,"[""lotion"", ""colon"", ""sheriff"", ""rub"", ""medicine"", ""vampire""]",remedy,"[""lotion"", ""colon"", ""rub"", ""medicine""]",40,4,1680,6,1.0,0.0,1264
3IH9TRB0FBLR5NFSCCYQV8JNWIII10,"[""lotion"", ""colon"", ""sheriff"", ""rub"", ""medicine"", ""vampire""]",man,"[""colon"", ""sheriff"", ""vampire""]",50,3,1682,6,1.0,0.0,1265
3IH9TRB0FBLR5NFSCCYQV8JNWIII10,"[""lotion"", ""colon"", ""sheriff"", ""rub"", ""medicine"", ""vampire""]",health,"[""colon"", ""medicine""]",0,2,1683,6,1.0,0.0,1266
3IH9TRB0FBLR5NFSCCYQV8JNWIII10,"[""lotion"", ""colon"", ""sheriff"", ""rub"", ""medicine"", ""vampire""]",ingest,"[""colon"", ""rub"", ""medicine""]",50,3,1685,6,1.0,0.0,1267
3M93N4X8HK9NUIYS7DYA3ALWZXKSJ6,"[""path"", ""deodorant"", ""letter"", ""water"", ""drink""]",refreshing,"[""water"", ""drink""]",0,2,1686,5,1.0,0.0,1268
3M93N4X8HK9NUIYS7DYA3ALWZXKSJ6,"[""path"", ""deodorant"", ""letter"", ""water"", ""drink""]",quench,"[""water"", ""drink""]",0,2,1687,5,1.0,0.0,1269
3M93N4X8HK9NUIYS7DYA3ALWZXKSJ6,"[""path"", ""deodorant"", ""letter"", ""water"", ""drink""]",sip,"[""water"", ""drink""]",0,2,1688,5,1.0,0.0,1270
3M93N4X8HK9NUIYS7DYA3ALWZXKSJ6,"[""path"", ""deodorant"", ""letter"", ""water"", ""drink""]",clean,"[""deodorant"", ""water""]",0,2,1689,5,1.0,0.0,1271
3RKHNXPHGWIYKFWEE3TMJQ3XZJ5KUD,"[""family"", ""moose"", ""brother"", ""spreadsheet"", ""computer""]",inventory,"[""spreadsheet"", ""computer""]",0,2,1693,5,1.0,0.0,1272
3RKHNXPHGWIYKFWEE3TMJQ3XZJ5KUD,"[""family"", ""moose"", ""brother"", ""spreadsheet"", ""computer""]",blue,"[""family"", ""brother"", ""computer""]",50,3,1696,5,1.0,0.0,1273
3RKHNXPHGWIYKFWEE3TMJQ3XZJ5KUD,"[""family"", ""moose"", ""brother"", ""spreadsheet"", ""computer""]",bond,"[""family"", ""brother""]",67,2,1697,5,1.0,0.0,1274
3JVP4ZJHDPERYYUAGTUQH30DRQCI0X,"[""furniture"", ""bass"", ""chair"", ""basket"", ""factory"", ""man""]",seat,"[""furniture"", ""chair""]",67,2,1700,6,1.0,0.0,1275
3JVP4ZJHDPERYYUAGTUQH30DRQCI0X,"[""furniture"", ""bass"", ""chair"", ""basket"", ""factory"", ""man""]",building,"[""furniture"", ""factory""]",100,2,1701,6,1.0,0.0,1276
3JVP4ZJHDPERYYUAGTUQH30DRQCI0X,"[""furniture"", ""bass"", ""chair"", ""basket"", ""factory"", ""man""]",rockstar,"[""bass"", ""man""]",0,2,1702,6,1.0,0.0,1277
3JVP4ZJHDPERYYUAGTUQH30DRQCI0X,"[""furniture"", ""bass"", ""chair"", ""basket"", ""factory"", ""man""]",wicker,"[""chair"", ""basket""]",0,2,1703,6,1.0,0.0,1278
3DTJ4WT8BD1CKEYEO4HR2N57H4OZEX,"[""cake"", ""cup"", ""football"", ""bowling"", ""game"", ""trophy""]",celebrate,"[""cake"", ""trophy""]",0,2,1704,6,1.0,0.0,1279
3DTJ4WT8BD1CKEYEO4HR2N57H4OZEX,"[""cake"", ""cup"", ""football"", ""bowling"", ""game"", ""trophy""]",compete,"[""football"", ""bowling"", ""trophy""]",0,3,1705,6,1.0,0.0,1280
3DTJ4WT8BD1CKEYEO4HR2N57H4OZEX,"[""cake"", ""cup"", ""football"", ""bowling"", ""game"", ""trophy""]",colorful,"[""cake"", ""game""]",67,2,1706,6,1.0,0.0,1281
3DTJ4WT8BD1CKEYEO4HR2N57H4OZEX,"[""cake"", ""cup"", ""football"", ""bowling"", ""game"", ""trophy""]",competition,"[""football"", ""bowling"", ""trophy""]",50,3,1707,6,1.0,0.0,1282
3DTJ4WT8BD1CKEYEO4HR2N57H4OZEX,"[""cake"", ""cup"", ""football"", ""bowling"", ""game"", ""trophy""]",hands,"[""football"", ""bowling"", ""game""]",50,3,1708,6,0.83,0.24,1283
3W9XHF7WGKHJK2HPEY3CEUHVG5YKTM,"[""restaurant"", ""wheelchair"", ""mat"", ""woman"", ""booger"", ""airplane""]",transport,"[""wheelchair"", ""airplane""]",0,2,1710,6,1.0,0.0,1284
3W9XHF7WGKHJK2HPEY3CEUHVG5YKTM,"[""restaurant"", ""wheelchair"", ""mat"", ""woman"", ""booger"", ""airplane""]",floor,"[""restaurant"", ""wheelchair"", ""mat""]",50,3,1711,6,1.0,0.0,1285
3W9XHF7WGKHJK2HPEY3CEUHVG5YKTM,"[""restaurant"", ""wheelchair"", ""mat"", ""woman"", ""booger"", ""airplane""]",seat,"[""restaurant"", ""wheelchair""]",67,2,1715,6,1.0,0.0,1286
3MVY4USGB69RZ7EMPVDAR96WMIVSIU,"[""fire"", ""poster"", ""dust"", ""mirror"", ""slave""]",punishment,"[""fire"", ""slave""]",0,2,1720,5,1.0,0.0,1287
3MVY4USGB69RZ7EMPVDAR96WMIVSIU,"[""fire"", ""poster"", ""dust"", ""mirror"", ""slave""]",yellow,"[""fire"", ""poster""]",67,2,1721,5,1.0,0.0,1288
344M16OZKI1I3PKVLG6X70YY7QGNE4,"[""food"", ""backspace"", ""campfire"", ""tip"", ""restaurant""]",counters,"[""food"", ""tip"", ""restaurant""]",0,3,1722,5,1.0,0.0,1289
344M16OZKI1I3PKVLG6X70YY7QGNE4,"[""food"", ""backspace"", ""campfire"", ""tip"", ""restaurant""]",wood,"[""campfire"", ""restaurant""]",67,2,1723,5,1.0,0.0,1290
33K3E8REWWH66IO8AJ76DSTAY1SX8Z,"[""landlord"", ""coat"", ""cat"", ""animal"", ""hair"", ""desert""]",furfriends,"[""cat"", ""animal""]",0,2,1728,6,1.0,0.0,1291
33K3E8REWWH66IO8AJ76DSTAY1SX8Z,"[""landlord"", ""coat"", ""cat"", ""animal"", ""hair"", ""desert""]",rich,"[""landlord"", ""coat""]",0,2,1730,6,1.0,0.0,1292
33K3E8REWWH66IO8AJ76DSTAY1SX8Z,"[""landlord"", ""coat"", ""cat"", ""animal"", ""hair"", ""desert""]",salon,"[""coat"", ""hair""]",67,2,1731,6,1.0,0.0,1293
3SBNLSTU6UR7S8KES967W5NMHSNZD4,"[""heart"", ""money"", ""intestines"", ""seal"", ""journalist"", ""bank""]",internal,"[""heart"", ""intestines""]",0,2,1735,6,1.0,0.0,1294
3SBNLSTU6UR7S8KES967W5NMHSNZD4,"[""heart"", ""money"", ""intestines"", ""seal"", ""journalist"", ""bank""]",cloud,"[""seal"", ""journalist""]",67,2,1736,6,1.0,0.0,1295
3SBNLSTU6UR7S8KES967W5NMHSNZD4,"[""heart"", ""money"", ""intestines"", ""seal"", ""journalist"", ""bank""]",Benjamin,"[""money"", ""bank""]",67,2,1737,6,1.0,0.0,1296
3SBNLSTU6UR7S8KES967W5NMHSNZD4,"[""heart"", ""money"", ""intestines"", ""seal"", ""journalist"", ""bank""]",internals,"[""heart"", ""intestines""]",0,2,1738,6,1.0,0.0,1297
3VO4XFFP158IX7IDE0K85K1MQEZQ78,"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",tie,"[""ambassador"", ""lawyer"", ""court""]",80,3,1740,5,1.0,0.0,1298
3VO4XFFP158IX7IDE0K85K1MQEZQ78,"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",panel,"[""ambassador"", ""court""]",67,2,1742,5,1.0,0.0,1299
3VO4XFFP158IX7IDE0K85K1MQEZQ78,"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",lawsuit,"[""ambassador"", ""lawyer"", ""court""]",80,3,1744,5,1.0,0.0,1300
3VO4XFFP158IX7IDE0K85K1MQEZQ78,"[""pit"", ""ambassador"", ""lawyer"", ""stool"", ""court""]",suit,"[""ambassador"", ""lawyer"", ""court""]",50,3,1745,5,1.0,0.0,1301
30EMX9PEVK5I524APYYM4PL9EMKKSX,"[""heart"", ""biscuit"", ""pumpkin"", ""family"", ""gymnastics""]",healthiness,"[""heart"", ""gymnastics""]",0,2,1746,5,1.0,0.0,1302
30EMX9PEVK5I524APYYM4PL9EMKKSX,"[""heart"", ""biscuit"", ""pumpkin"", ""family"", ""gymnastics""]",cholesterol,"[""heart"", ""biscuit""]",0,2,1747,5,1.0,0.0,1303
30EMX9PEVK5I524APYYM4PL9EMKKSX,"[""heart"", ""biscuit"", ""pumpkin"", ""family"", ""gymnastics""]",thanksgiving,"[""biscuit"", ""pumpkin""]",67,2,1749,5,1.0,0.0,1304
3JMQI2OLFZRDBJ6VPLVD1IGD7EFNDB,"[""poke"", ""sign"", ""yellow"", ""stool"", ""motel"", ""mill""]",furniture,"[""stool"", ""motel""]",67,2,1752,6,1.0,0.0,1305
3ZRKL6Z1E8PD3G8RZ7D76XTG753SG2,"[""panties"", ""instrument"", ""fire"", ""supermarket"", ""wood"", ""jar""]",food,"[""supermarket"", ""jar""]",100,2,1758,6,1.0,0.0,1306
3ZRKL6Z1E8PD3G8RZ7D76XTG753SG2,"[""panties"", ""instrument"", ""fire"", ""supermarket"", ""wood"", ""jar""]",seethrough,"[""panties"", ""jar""]",67,2,1760,6,1.0,0.0,1307
3RHLQY6EDTQRPBWP7GGH29ADGXKD46,"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",sweet,"[""fruit"", ""jam""]",67,2,1764,5,1.0,0.0,1308
3RHLQY6EDTQRPBWP7GGH29ADGXKD46,"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",taste,"[""fruit"", ""jam""]",67,2,1765,5,1.0,0.0,1309
3RHLQY6EDTQRPBWP7GGH29ADGXKD46,"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",shopping,"[""outfit"", ""credit card""]",67,2,1767,5,1.0,0.0,1310
3RHLQY6EDTQRPBWP7GGH29ADGXKD46,"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",poptart,"[""fruit"", ""jam""]",100,2,1768,5,1.0,0.0,1311
3RHLQY6EDTQRPBWP7GGH29ADGXKD46,"[""outfit"", ""fruit"", ""credit card"", ""jam"", ""red""]",jam,"[""fruit"", ""jam""]",67,2,1769,5,1.0,0.0,1312
31YWE12TE0Y264JP0EF0ZSXFNHMX7C,"[""throw"", ""stripe"", ""hot"", ""yoke"", ""camouflage"", ""month""]",payment,"[""stripe"", ""month""]",67,2,1773,6,1.0,0.0,1313
3CMIQF80GNCZT748VQFGZ61QV3FQ69,"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",red,"[""lobster"", ""red""]",0,2,1776,5,1.0,0.0,1314
3CMIQF80GNCZT748VQFGZ61QV3FQ69,"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",fingers,"[""lobster"", ""splinter""]",67,2,1777,5,1.0,0.0,1315
3CMIQF80GNCZT748VQFGZ61QV3FQ69,"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",acquatic,"[""sea"", ""lobster""]",67,2,1778,5,1.0,0.0,1316
3CMIQF80GNCZT748VQFGZ61QV3FQ69,"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",fishing,"[""sea"", ""lobster""]",67,2,1779,5,1.0,0.0,1317
3CMIQF80GNCZT748VQFGZ61QV3FQ69,"[""sea"", ""lobster"", ""committee"", ""splinter"", ""red""]",pinch,"[""lobster"", ""splinter""]",67,2,1780,5,1.0,0.0,1318
3CVDZS288HM4RLZR4QB3C3UYE1LFME,"[""plant"", ""green"", ""ivy"", ""berry"", ""typhoon"", ""catwalk""]",plant,"[""plant"", ""green"", ""ivy"", ""berry""]",0,4,1782,6,0.87,0.19,1319
3MIVREZQVHK6SMPXXU9H9P68WYZKQ8,"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",observation,"[""caterpillar"", ""manual""]",67,2,1788,5,1.0,0.0,1320
3MIVREZQVHK6SMPXXU9H9P68WYZKQ8,"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",shiny,"[""ring"", ""bottle"", ""jewelry""]",50,3,1789,5,1.0,0.0,1321
3MIVREZQVHK6SMPXXU9H9P68WYZKQ8,"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",expensive,"[""ring"", ""jewelry""]",67,2,1792,5,1.0,0.0,1322
3MIVREZQVHK6SMPXXU9H9P68WYZKQ8,"[""ring"", ""caterpillar"", ""bottle"", ""jewelry"", ""manual""]",fashion,"[""ring"", ""jewelry""]",67,2,1793,5,1.0,0.0,1323
3U18MJKL1U836R0HPP02HCYVME3NCB,"[""road"", ""carpet"", ""traffic"", ""nap"", ""calf"", ""champagne""]",birth,"[""nap"", ""calf""]",0,2,1794,6,1.0,0.0,1324
3U18MJKL1U836R0HPP02HCYVME3NCB,"[""road"", ""carpet"", ""traffic"", ""nap"", ""calf"", ""champagne""]",milk,"[""nap"", ""calf""]",0,2,1796,6,1.0,0.0,1325
3U18MJKL1U836R0HPP02HCYVME3NCB,"[""road"", ""carpet"", ""traffic"", ""nap"", ""calf"", ""champagne""]",postnatal,"[""nap"", ""calf""]",0,2,1799,6,1.0,0.0,1326
3IWA71V4TI2J245KH4A8TEXJS62X6D,"[""slime"", ""write"", ""book"", ""rock"", ""water"", ""soil""]",garden,"[""rock"", ""water"", ""soil""]",50,3,1802,6,1.0,0.0,1327
3IWA71V4TI2J245KH4A8TEXJS62X6D,"[""slime"", ""write"", ""book"", ""rock"", ""water"", ""soil""]",miner,"[""rock"", ""soil""]",0,2,1804,6,1.0,0.0,1328
3AC6MFV69K4O4OPGE5PXNQ2K9KGHZV,"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",drinks,"[""martini"", ""alcohol"", ""drink""]",0,3,1806,5,1.0,0.0,1329
3AC6MFV69K4O4OPGE5PXNQ2K9KGHZV,"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",containers,"[""martini"", ""alcohol""]",67,2,1807,5,1.0,0.0,1330
3AC6MFV69K4O4OPGE5PXNQ2K9KGHZV,"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",labels,"[""martini"", ""alcohol""]",0,2,1808,5,1.0,0.0,1331
3AC6MFV69K4O4OPGE5PXNQ2K9KGHZV,"[""martini"", ""alcohol"", ""teaspoon"", ""carpet"", ""drink""]",mixer,"[""martini"", ""alcohol"", ""teaspoon""]",50,3,1810,5,0.83,0.24,1332
3OYHVNTV5TK37ACHIHHDKKB8HXHKO0,"[""cat"", ""chasm"", ""alphabet"", ""sap"", ""snake""]",real,"[""cat"", ""snake""]",67,2,1813,5,1.0,0.0,1333
3OYHVNTV5TK37ACHIHHDKKB8HXHKO0,"[""cat"", ""chasm"", ""alphabet"", ""sap"", ""snake""]",startle,"[""cat"", ""snake""]",0,2,1815,5,1.0,0.0,1334
3OYHVNTV5TK37ACHIHHDKKB8HXHKO0,"[""cat"", ""chasm"", ""alphabet"", ""sap"", ""snake""]",toward,"[""cat"", ""chasm"", ""snake""]",50,3,1816,5,1.0,0.0,1335
3LCXHSGDLTSFJ2C0TCNJ6U84UPOSEL,"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",walk,"[""dinosaur"", ""dead""]",0,2,1819,6,1.0,0.0,1336
3LCXHSGDLTSFJ2C0TCNJ6U84UPOSEL,"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",gender,"[""pharmacy"", ""whisper""]",67,2,1820,6,1.0,0.0,1337
3LCXHSGDLTSFJ2C0TCNJ6U84UPOSEL,"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",hairstyle,"[""pharmacy"", ""whisper""]",67,2,1821,6,1.0,0.0,1338
3LCXHSGDLTSFJ2C0TCNJ6U84UPOSEL,"[""pharmacy"", ""ruler"", ""whisper"", ""hotel"", ""dinosaur"", ""dead""]",surprise,"[""whisper"", ""dinosaur""]",67,2,1822,6,1.0,0.0,1339
3S8A4GJRD3PRYF0PHP9Q5T0YCVUV68,"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",invest,"[""buyer"", ""money""]",67,2,1824,5,1.0,0.0,1340
3S8A4GJRD3PRYF0PHP9Q5T0YCVUV68,"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",thumb,"[""buyer"", ""money""]",67,2,1825,5,1.0,0.0,1341
3S8A4GJRD3PRYF0PHP9Q5T0YCVUV68,"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",beauty,"[""makeup"", ""merchant""]",67,2,1826,5,1.0,0.0,1342
3S8A4GJRD3PRYF0PHP9Q5T0YCVUV68,"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",hand,"[""brook"", ""buyer"", ""money""]",0,3,1827,5,1.0,0.0,1343
3S8A4GJRD3PRYF0PHP9Q5T0YCVUV68,"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",cash,"[""buyer"", ""money""]",0,2,1828,5,1.0,0.0,1344
3S8A4GJRD3PRYF0PHP9Q5T0YCVUV68,"[""brook"", ""makeup"", ""buyer"", ""money"", ""merchant""]",funds,"[""buyer"", ""money""]",0,2,1829,5,1.0,0.0,1345
3TL87MO8CMBKL3H64EAOCQF9EWVFLC,"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",force,"[""shield"", ""army"", ""fight""]",0,3,1830,6,1.0,0.0,1346
3TL87MO8CMBKL3H64EAOCQF9EWVFLC,"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",aggression,"[""army"", ""fight"", ""human""]",80,3,1831,6,0.83,0.24,1347
3TL87MO8CMBKL3H64EAOCQF9EWVFLC,"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",security,"[""shield"", ""army""]",67,2,1832,6,1.0,0.0,1348
3TL87MO8CMBKL3H64EAOCQF9EWVFLC,"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",martial,"[""army"", ""fight""]",67,2,1833,6,1.0,0.0,1349
3TL87MO8CMBKL3H64EAOCQF9EWVFLC,"[""shield"", ""army"", ""litter"", ""fight"", ""dresser"", ""human""]",protect,"[""shield"", ""army""]",67,2,1834,6,1.0,0.0,1350
3I01FDIL6MUHMXH232XT9UDFWJOD2A,"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",colorful,"[""family"", ""art"", ""nail polish""]",50,3,1836,6,1.0,0.0,1351
3I01FDIL6MUHMXH232XT9UDFWJOD2A,"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",horror,"[""art"", ""knife""]",67,2,1838,6,1.0,0.0,1352
3I01FDIL6MUHMXH232XT9UDFWJOD2A,"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",expression,"[""art"", ""smirk""]",0,2,1839,6,1.0,0.0,1353
3I01FDIL6MUHMXH232XT9UDFWJOD2A,"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",target,"[""camera"", ""knife""]",67,2,1840,6,1.0,0.0,1354
3I01FDIL6MUHMXH232XT9UDFWJOD2A,"[""camera"", ""family"", ""art"", ""nail polish"", ""smirk"", ""knife""]",emotion,"[""art"", ""smirk""]",0,2,1841,6,1.0,0.0,1355
3QD8LUVX4XKNJ056CL0318JJWBRX5X,"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",legs,"[""rooster"", ""chicken""]",67,2,1842,5,1.0,0.0,1356
3QD8LUVX4XKNJ056CL0318JJWBRX5X,"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",skill,"[""taxi"", ""chicken""]",67,2,1843,5,1.0,0.0,1357
3QD8LUVX4XKNJ056CL0318JJWBRX5X,"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",bird,"[""rooster"", ""chicken""]",67,2,1844,5,1.0,0.0,1358
3QD8LUVX4XKNJ056CL0318JJWBRX5X,"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",food,"[""rooster"", ""rye"", ""chicken""]",0,3,1845,5,1.0,0.0,1359
3QD8LUVX4XKNJ056CL0318JJWBRX5X,"[""taxi"", ""fabric"", ""rooster"", ""rye"", ""chicken""]",seeds,"[""rooster"", ""rye""]",67,2,1847,5,1.0,0.0,1360
3K3G488TR2U3A34UQ75B70NQZ84Q5T,"[""coin"", ""copper"", ""broccoli"", ""money"", ""worm""]",value,"[""coin"", ""money""]",0,2,1853,5,1.0,0.0,1361
3J6BHNX0U9ELPPC5H2H05VB3RNCKNL,"[""letter"", ""text"", ""email"", ""model"", ""dolly""]",write,"[""letter"", ""email""]",0,2,1856,5,1.0,0.0,1362
3J6BHNX0U9ELPPC5H2H05VB3RNCKNL,"[""letter"", ""text"", ""email"", ""model"", ""dolly""]",communicate,"[""letter"", ""text"", ""email""]",50,3,1857,5,1.0,0.0,1363
3J6BHNX0U9ELPPC5H2H05VB3RNCKNL,"[""letter"", ""text"", ""email"", ""model"", ""dolly""]",Language,"[""letter"", ""text""]",67,2,1858,5,1.0,0.0,1364
30P8I9JKOI7VFB0BC6ZLDNMYG0JV5S,"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",phalanges,"[""manure"", ""burn""]",67,2,1860,5,1.0,0.0,1365
30P8I9JKOI7VFB0BC6ZLDNMYG0JV5S,"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",burn,"[""hot"", ""candle""]",67,2,1861,5,1.0,0.0,1366
30P8I9JKOI7VFB0BC6ZLDNMYG0JV5S,"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",blistering,"[""hot"", ""candle"", ""burn""]",50,3,1862,5,1.0,0.0,1367
30P8I9JKOI7VFB0BC6ZLDNMYG0JV5S,"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",base,"[""speaker"", ""manure""]",67,2,1863,5,1.0,0.0,1368
30P8I9JKOI7VFB0BC6ZLDNMYG0JV5S,"[""hot"", ""speaker"", ""candle"", ""manure"", ""burn""]",discomfort,"[""hot"", ""burn""]",0,2,1865,5,1.0,0.0,1369
3AXFSPQOYQKEQDT61TYBWB2HA7QFJA,"[""poet"", ""judo"", ""blade"", ""cut"", ""movie"", ""wood""]",grab,"[""poet"", ""judo"", ""blade"", ""cut""]",40,4,1869,6,1.0,0.0,1370
3AXFSPQOYQKEQDT61TYBWB2HA7QFJA,"[""poet"", ""judo"", ""blade"", ""cut"", ""movie"", ""wood""]",perform,"[""poet"", ""judo"", ""blade"", ""movie""]",40,4,1870,6,1.0,0.0,1371
3G5RUKN2ECP18TTED5QBFMXNGT0N9U,"[""horse"", ""cider"", ""groceries"", ""hat"", ""diner""]",pinacolada,"[""cider"", ""groceries""]",100,2,1873,5,1.0,0.0,1372
3G5RUKN2ECP18TTED5QBFMXNGT0N9U,"[""horse"", ""cider"", ""groceries"", ""hat"", ""diner""]",leather,"[""horse"", ""hat"", ""diner""]",0,3,1876,5,1.0,0.0,1373
30U1YOGZGAIARWY0XHCZ0CQJUDNSDS,"[""paper"", ""trap"", ""cloth"", ""formula"", ""food"", ""dinner""]",full,"[""food"", ""dinner""]",100,2,1878,6,1.0,0.0,1374
30U1YOGZGAIARWY0XHCZ0CQJUDNSDS,"[""paper"", ""trap"", ""cloth"", ""formula"", ""food"", ""dinner""]",poop,"[""food"", ""dinner""]",100,2,1879,6,1.0,0.0,1375
3SBX2M1TKD9LEK0UC2M128HCZC9Q4O,"[""orange"", ""snout"", ""greens"", ""fruit"", ""penny""]",round,"[""snout"", ""fruit"", ""penny""]",50,3,1886,5,0.83,0.24,1376
3SBX2M1TKD9LEK0UC2M128HCZC9Q4O,"[""orange"", ""snout"", ""greens"", ""fruit"", ""penny""]",circle,"[""snout"", ""penny""]",100,2,1887,5,1.0,0.0,1377
